ID_MUNICIPIO;ANNO;HOGARES;ID_DEPARTAMENTO
5264;2019;3561;5
5266;2019;82038;5
5282;2019;8585;5
5284;2019;6050;5
5306;2019;1855;5
5308;2019;16387;5
5310;2019;3515;5
5313;2019;3389;5
5315;2019;2151;5
5318;2019;17281;5
5321;2019;2976;5
5347;2019;1861;5
5353;2019;1880;5
5360;2019;91011;5
5361;2019;6310;5
5364;2019;4783;5
5368;2019;4570;5
5376;2019;20168;5
5380;2019;23613;5
5390;2019;2732;5
5400;2019;6475;5
5411;2019;3199;5
5425;2019;2831;5
5440;2019;21968;5
5467;2019;2281;5
5475;2019;1250;5
5480;2019;4091;5
5483;2019;3265;5
5490;2019;12856;5
5495;2019;7955;5
5501;2019;1101;5
5541;2019;7158;5
5543;2019;2406;5
5576;2019;2801;5
5579;2019;13663;5
5585;2019;5127;5
5591;2019;5475;5
5604;2019;9172;5
5607;2019;8070;5
5615;2019;46863;5
5628;2019;2790;5
5631;2019;30688;5
5642;2019;6057;5
5647;2019;2213;5
5649;2019;5779;5
5652;2019;1925;5
5656;2019;5018;5
5658;2019;1182;5
5659;2019;5878;5
5660;2019;4228;5
5664;2019;6755;5
5665;2019;8606;5
5667;2019;5336;5
5670;2019;7358;5
5674;2019;7061;5
5679;2019;9099;5
5686;2019;10861;5
5690;2019;4090;5
5697;2019;10456;5
5736;2019;12251;5
5756;2019;11311;5
5761;2019;5365;5
5789;2019;5589;5
5790;2019;8551;5
5792;2019;1977;5
5809;2019;3623;5
5819;2019;1599;5
5837;2019;35300;5
5842;2019;2169;5
5847;2019;9665;5
5854;2019;4741;5
5856;2019;2277;5
5858;2019;3802;5
5861;2019;4042;5
5873;2019;2560;5
5885;2019;2703;5
5887;2019;13018;5
5890;2019;7510;5
5893;2019;6016;5
5895;2019;7468;5
8001;2019;332443;8
8078;2019;16544;8
8137;2019;5517;8
8141;2019;4033;8
8296;2019;17691;8
8372;2019;6083;8
8421;2019;7371;8
8433;2019;33043;8
8436;2019;5085;8
8520;2019;8284;8
8549;2019;1867;8
8558;2019;5451;8
8560;2019;5973;8
8573;2019;13855;8
8606;2019;7200;8
8634;2019;8059;8
