ID_MUNICIPIO;ANNO;POBLACION;ID_DEPARTAMENTO
5321;2028;9701;5
5321;2029;9790;5
5321;2030;9895;5
5321;2031;9989;5
5321;2032;10089;5
5321;2033;10193;5
5321;2034;10284;5
5321;2035;10363;5
5347;2018;5451;5
5347;2019;5400;5
5347;2020;5395;5
5347;2021;5479;5
5347;2022;5563;5
5347;2023;5650;5
5347;2024;5702;5
5347;2025;5758;5
5347;2026;5814;5
5347;2027;5873;5
5347;2028;5929;5
5347;2029;5981;5
5347;2030;6048;5
5347;2031;6117;5
5347;2032;6168;5
5347;2033;6231;5
5347;2034;6294;5
5347;2035;6356;5
5353;2018;5469;5
5353;2019;5530;5
5353;2020;5591;5
5353;2021;5678;5
5353;2022;5765;5
5353;2023;5855;5
5353;2024;5928;5
5353;2025;6009;5
5353;2026;6065;5
5353;2027;6141;5
5353;2028;6214;5
5353;2029;6282;5
5353;2030;6347;5
5353;2031;6401;5
5353;2032;6480;5
5353;2033;6537;5
5353;2034;6586;5
5353;2035;6645;5
5360;2018;276744;5
5360;2019;283794;5
5360;2020;289994;5
5360;2021;294551;5
5360;2022;299098;5
5360;2023;303766;5
5360;2024;308806;5
5360;2025;313667;5
5360;2026;318314;5
5360;2027;322659;5
5360;2028;326741;5
5360;2029;330490;5
5360;2030;333941;5
5360;2031;337192;5
5360;2032;340359;5
5360;2033;343419;5
5360;2034;346437;5
5360;2035;349315;5
5361;2018;27074;5
5361;2019;27419;5
5361;2020;27789;5
5361;2021;28220;5
5361;2022;28656;5
5361;2023;29103;5
5361;2024;29324;5
5361;2025;29532;5
5361;2026;29749;5
5361;2027;30003;5
5361;2028;30250;5
5361;2029;30555;5
5361;2030;30859;5
5361;2031;31169;5
5361;2032;31503;5
5361;2033;31820;5
5361;2034;32135;5
5361;2035;32432;5
5364;2018;14518;5
5364;2019;14662;5
5364;2020;14830;5
5364;2021;15060;5
5364;2022;15293;5
5364;2023;15531;5
5364;2024;15694;5
5364;2025;15878;5
5364;2026;16047;5
5364;2027;16208;5
5364;2028;16381;5
5364;2029;16561;5
5364;2030;16737;5
5364;2031;16900;5
5364;2032;17066;5
5364;2033;17228;5
5364;2034;17386;5
5364;2035;17553;5
5368;2018;13640;5
5368;2019;13637;5
5368;2020;13706;5
5368;2021;13919;5
5368;2022;14133;5
5368;2023;14354;5
5368;2024;14529;5
5368;2025;14697;5
5368;2026;14856;5
5368;2027;15011;5
5368;2028;15167;5
5368;2029;15334;5
5368;2030;15493;5
5368;2031;15646;5
5368;2032;15801;5
5368;2033;15954;5
5368;2034;16101;5
5368;2035;16248;5
5376;2018;64889;5
5376;2019;66746;5
5376;2020;68325;5
5376;2021;69399;5
5376;2022;70470;5
5376;2023;71570;5
5376;2024;72728;5
5376;2025;73840;5
5376;2026;74876;5
5376;2027;75872;5
5376;2028;76817;5
5376;2029;77681;5
5376;2030;78482;5
5376;2031;79245;5
5376;2032;80013;5
5376;2033;80739;5
5376;2034;81444;5
5376;2035;82114;5
5380;2018;71545;5
5380;2019;73696;5
5380;2020;75517;5
5380;2021;76704;5
5380;2022;77888;5
5380;2023;79103;5
5380;2024;80361;5
5380;2025;81587;5
5380;2026;82750;5
5380;2027;83843;5
5380;2028;84885;5
5380;2029;85851;5
5380;2030;86740;5
5380;2031;87591;5
5380;2032;88427;5
5380;2033;89229;5
5380;2034;90002;5
5380;2035;90762;5
5390;2018;8114;5
5390;2019;8298;5
5390;2020;8460;5
5390;2021;8593;5
5390;2022;8726;5
5390;2023;8862;5
5390;2024;9010;5
5390;2025;9148;5
5390;2026;9270;5
5390;2027;9409;5
5390;2028;9521;5
5390;2029;9636;5
5390;2030;9727;5
5390;2031;9827;5
5390;2032;9916;5
5390;2033;10010;5
5390;2034;10097;5
5390;2035;10191;5
5400;2018;21475;5
5400;2019;21963;5
5400;2020;22391;5
5400;2021;22742;5
5400;2022;23094;5
5400;2023;23455;5
5400;2024;23757;5
5400;2025;24030;5
5400;2026;24315;5
5400;2027;24588;5
5400;2028;24840;5
5400;2029;25126;5
5400;2030;25393;5
5400;2031;25655;5
5400;2032;25889;5
5400;2033;26139;5
5400;2034;26369;5
5400;2035;26613;5
5411;2018;10028;5
5411;2019;10040;5
5411;2020;10090;5
5411;2021;10247;5
5411;2022;10405;5
5411;2023;10567;5
5411;2024;10637;5
5411;2025;10687;5
5411;2026;10776;5
5411;2027;10869;5
5411;2028;10961;5
5411;2029;11065;5
5411;2030;11181;5
5411;2031;11297;5
5411;2032;11400;5
5411;2033;11523;5
5411;2034;11630;5
5411;2035;11740;5
5425;2018;8221;5
5425;2019;8218;5
5425;2020;8248;5
5425;2021;8376;5
5425;2022;8505;5
5425;2023;8638;5
5425;2024;8711;5
5425;2025;8781;5
5425;2026;8863;5
5425;2027;8950;5
5425;2028;9040;5
5425;2029;9119;5
5425;2030;9214;5
5425;2031;9311;5
5425;2032;9406;5
5425;2033;9489;5
5425;2034;9602;5
5425;2035;9674;5
5440;2018;64645;5
5440;2019;66399;5
5440;2020;67893;5
5440;2021;68960;5
5440;2022;70024;5
5440;2023;71117;5
5440;2024;72104;5
5440;2025;73039;5
5440;2026;73961;5
5440;2027;74849;5
5440;2028;75694;5
5440;2029;76522;5
5440;2030;77312;5
5440;2031;78091;5
5440;2032;78849;5
5440;2033;79583;5
5440;2034;80297;5
5440;2035;81004;5
5467;2018;6680;5
5467;2019;6635;5
5467;2020;6641;5
5467;2021;6744;5
5467;2022;6848;5
5467;2023;6955;5
5467;2024;6993;5
5467;2025;7054;5
5467;2026;7113;5
5467;2027;7173;5
5467;2028;7247;5
5467;2029;7313;5
5467;2030;7387;5
5467;2031;7466;5
5467;2032;7542;5
